SIGNIFICANT,SERIOUS,Year,Fatalities,Injuries,Explode,Ignite,CLASS,Dia,wall,SMYS,TOTAL_COST_IN84,TOTAL_COST_CURRENT,MAOP,SEAM,cause,subcause,coat,PIR,HCA,BA,CoF
NO,NO,2005,0,0,NO,NO,1,8,NA,NA,24360.25462,29812.61763,1000,NA,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,NA,174.5577268,NO,After,29812.61763
NO,NO,2005,0,0,NO,NO,1,26,0.38,60000,34757.42929,65207.72613,1273,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,640.0835124,NO,After,65207.72613
YES,NO,2005,0,0,NO,NO,1,30,0.33,65000,117205.2344,116596.3318,1000,DSAW,ALL OTHER CAUSES,MISCELLANEOUS,NA,654.5914757,NO,After,116596.3318
YES,NO,2005,0,0,NO,NO,1,1.5,NA,NA,334016.5462,330002.9403,250,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,16.36478689,NO,After,330002.9403
NO,NO,2005,0,0,NO,NO,1,6,0.13,30000,25968.85813,24391.00346,325,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,74.6349114,NO,After,24391.00346
YES,NO,2003,0,0,NO,NO,1,20,0.28,52000,147500.1425,284463.5328,877,SQUARE SEAM,CORROSION,INTERNAL,COATED,408.6757639,NO,Before,284463.5328
NO,NO,2004,0,0,NO,NO,1,0.6,0.47,5,5577.947013,10612.5593,562,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,9.814507221,NO,After,10612.5593
YES,NO,2004,0,0,NO,NO,1,NA,NA,NA,99597.61654,93546.11579,750,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,93546.11579
YES,NO,2004,0,0,NO,NO,2,30,0.5,65000,66876.99716,93281.47436,976,ERW,ALL OTHER CAUSES,UNKNOWN,NA,646.6886732,NO,After,93281.47436
YES,NO,2002,0,0,YES,NO,2,26,0.38,52000,1542880.949,2325986.568,750,DSAW,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,491.3071341,NO,Before,2325986.568
YES,NO,2002,0,0,NO,NO,2,30,0.38,52000,238832.4273,444536.7777,780,DSA,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,578.1195378,NO,Before,444536.7777
YES,NO,2002,0,0,NO,NO,1,36,0.38,65000,2160059.029,3887663.883,974,DSAW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COATED,775.230891,NO,Before,3887663.883
NO,NO,2002,0,0,NO,NO,3,1,0.13,35000,1732.234407,1633.999524,687,SEAMLESS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,18.08537254,NO,Before,1633.999524
YES,NO,2002,0,0,NO,NO,1,16,0.31,42000,68447.30049,67795.87831,700,SMLS,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,NA,292.0909447,NO,Before,67795.87831
YES,NO,2002,0,0,NO,NO,1,36,0.36,70000,132854.736,138812.154,1000,DSAW,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,785.5097708,NO,Before,138812.154
YES,NO,2002,0,0,NO,NO,1,36,0.33,60000,57868.26899,75396.62908,790,DSAW,CORROSION,EXTERNAL,COATED,698.1763559,NO,Before,75396.62908
YES,NO,2002,0,0,NO,NO,1,22,0.31,30000,124092.9505,181089.3065,450,MACHINE ELEC FUSION ARC WELD,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,322.0164282,NO,Before,181089.3065
YES,YES,2002,1,0,NO,NO,1,20,0.25,NA,104949.9729,126929.9024,780,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,385.4130252,NO,Before,10126929.9
NO,NO,2004,0,0,NO,NO,2,4,0.19,42000,3085.965988,5585.227016,1080,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,90.70285552,YES,After,5585.227016
NO,NO,2004,0,0,NO,NO,1,2.37,0.15,NA,9787.952693,11537.44215,935,ERW,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,50.0038268,NO,After,11537.44215
NO,NO,2004,0,0,NO,NO,4,20,0.38,35000,0,0,350,SPIRAL WELD,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,NA,258.1743597,YES,After,0
NO,NO,2004,0,0,NO,NO,1,NA,NA,NA,49663.23153,61557.25204,960,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,NA,NO,After,61557.25204
NO,NO,2004,0,0,NO,YES,3,NA,NA,NA,31149.76282,62841.65349,40,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,62841.65349
YES,YES,2004,0,1,NO,NO,3,NA,NA,NA,62.29952564,125.683307,800,NA,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",NA,NA,NO,After,3210125.683
NO,NO,2004,0,0,NO,NO,1,NA,NA,NA,31481.20301,29568.42105,45,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,29568.42105
YES,NO,2004,0,0,NO,NO,1,NA,NA,NA,178195.4887,167368.4211,850,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,167368.4211
YES,NO,2004,0,0,NO,NO,1,12,0.22,52000,122691.1651,176643.1466,1066,ELECTRIC-RESISTANCE WELDED (ERW),EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,270.339147,NO,After,176643.1466
YES,YES,2004,0,1,YES,NO,1,16,0,0,12459.90513,25136.6614,497,0,INCORRECT OPERATION,INCORRECT OPERATION,NA,246.1202048,NO,After,3235136.661
YES,NO,2004,0,0,NO,YES,1,36,0.34,52000,243613.621,368187.5988,712,ELECTRONIC FLASH WELD,ALL OTHER CAUSES,MISCELLANEOUS,NA,662.8138707,NO,After,368187.5988
NO,NO,2004,0,0,NO,NO,1,4,0.19,22,42924.37316,86595.79851,650,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,70.36646929,NO,After,86595.79851
YES,NO,2004,0,0,NO,NO,4,20,0.38,3500,90957.30743,183497.6282,300,UNKN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,239.0230114,YES,After,183497.6282
NO,NO,2004,0,0,NO,NO,1,NA,NA,NA,682.3937526,1312.622543,NA,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,1312.622543
YES,NO,2004,0,0,YES,NO,1,16,0.28,46000,144518.2161,249924.7798,800,FLASH WELD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,312.2583546,NO,After,249924.7798
NO,NO,2004,0,0,NO,NO,1,NA,NA,NA,28155.29126,27787.9714,672,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,NA,NO,After,27787.9714
NO,NO,2003,0,0,NO,NO,NA,5.55,0.22,NA,0,0,700,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,101.3190465,YES,Before,0
YES,NO,2004,0,0,NO,NO,3,8,0.19,24000,56259.05428,113292.9447,400,NA,CORROSION,EXTERNAL,COATED,110.4,NO,After,113292.9447
NO,NO,2004,0,0,NO,NO,1,16,0.31,35000,47484.3194,50966.15225,500,ERW,CORROSION,EXTERNAL,COATED,246.8619047,NO,After,50966.15225
YES,NO,2004,0,0,NO,NO,1,12,0.25,52000,188299.1609,342029.6266,1000,ELECTRIC RESISTANCE WELD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,261.8365903,NO,After,342029.6266
YES,NO,2004,0,0,NO,NO,1,30,0.31,52000,57133.37636,67230.13327,750,DSAW,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,566.892847,NO,After,67230.13327
NO,NO,2004,0,0,NO,NO,1,20,0.25,1300,34514.80506,52568.42367,811,GIRTH WELD ON SLEEVE,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,NA,392.9972519,NO,After,52568.42367
YES,NO,2004,0,0,NO,NO,3,36,0.5,52000,52303.96915,103532.9523,638,DSAW,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,627.4251611,YES,After,103532.9523
NO,NO,2004,0,0,NO,NO,1,22,0.28,52000,31090.2901,33903.09465,956,FLASH WELD,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,NA,469.35421,NO,After,33903.09465
NO,NO,2004,0,0,NO,NO,1,6,0.28,24000,5163.854594,9437.748814,300,DSAW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,71.70690343,NO,After,9437.748814
YES,NO,2004,0,0,NO,NO,1,6.63,0.19,35000,106097.334,130162.4632,1090,ERW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COATED,151.0343977,NO,After,130162.4632
YES,NO,2004,0,0,NO,NO,1,30,0.41,60000,370896.1244,684206.0086,1169,DSAW,CORROSION,INTERNAL,COATED,707.7462893,NO,After,684206.0086
NO,NO,2004,0,0,NO,NO,2,22,0.31,30000,35025.72716,53476.84107,450,NA,CORROSION,EXTERNAL,BARE,322.0164282,NO,After,53476.84107
YES,NO,2003,0,0,NO,YES,1,NA,NA,NA,880048.2806,1775340.048,NA,NA,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",NA,NA,NO,Before,1775340.048
YES,NO,2004,0,0,NO,NO,3,10,0.25,35000,235569.7047,422763.8157,600,UNKNOWN,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,169.0147923,NO,After,422763.8157
NO,NO,2004,0,0,NO,NO,1,NA,NA,NA,47846.67669,44939.53684,960,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,NA,NO,After,44939.53684
NO,NO,2004,0,0,NO,NO,1,1,NA,NA,14118.3336,13932.20149,800,NA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,19.51614716,NO,After,13932.20149
NO,NO,2004,0,0,NO,NO,1,24,312,65000,38790.55471,44762.6248,1000,DSAW,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,523.6731805,NO,After,44762.6248
YES,NO,2004,0,0,NO,NO,2,42,0.75,NA,62236.55639,58455.09474,800,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,819.6781808,NO,After,58455.09474
NO,NO,2004,0,0,NO,NO,1,NA,NA,NA,42126.93924,84987.05218,500,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,84987.05218
YES,NO,2004,0,0,NO,NO,1,12,0.2,52000,54777.88893,68241.87938,960,HF - ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,256.5464169,NO,After,68241.87938
NO,NO,2001,0,0,NO,NO,1,24,0.34,NA,43137.78657,55108.08462,1200,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,573.6552275,NO,Before,55108.08462
NO,NO,2004,0,0,NO,NO,3,8,0.22,42000,15323.7078,20102.01794,1066,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,180.226098,NO,After,20102.01794
YES,NO,2004,0,0,NO,NO,3,10,0.25,24000,68300.25706,84442.81545,430,FURNACE LAP WELD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,143.0814453,NO,After,84442.81545
NO,NO,2004,0,0,NO,NO,3,8,0.19,24000,46072.63868,92306.70883,60,UNKNOWN,CORROSION,EXTERNAL,COATED,42.75773614,NO,After,92306.70883
NO,NO,2004,0,0,NO,NO,1,10,0.97,NA,0,0,30,FUSED,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,37.79285647,NO,After,0
YES,NO,2004,0,0,YES,NO,1,NA,NA,NA,327034.7962,658928.7418,1380,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,658928.7418
YES,NO,2004,0,0,YES,NO,1,NA,NA,NA,150672.0126,191894.0592,860,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,NA,NO,After,191894.0592
YES,NO,2004,0,0,NO,NO,3,16,0.25,42000,105909.1936,213661.6219,200,EW,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,156.1291773,NO,After,213661.6219
NO,NO,2004,0,0,NO,NO,1,1,0.18,35000,41523.70677,39000.74737,1200,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,23.90230114,NO,After,39000.74737
YES,NO,2004,0,0,NO,NO,1,20,0.25,52000,265165.5103,414251.8115,672,SAW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COATED,357.7368866,NO,After,414251.8115
NO,NO,2004,0,0,NO,NO,1,8.63,0.16,NA,25377.26593,42191.99096,455,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,127.018092,NO,After,42191.99096
YES,NO,2004,0,0,NO,NO,1,6,0.28,42000,124453.9998,247871.9223,860,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,121.4086323,NO,After,247871.9223
NO,NO,2004,0,0,NO,YES,1,6,0.28,35000,46434.54129,87273.09691,625,SEAMLESS,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,103.5,NO,After,87273.09691
NO,NO,2004,0,0,NO,NO,1,12.75,0.22,NA,19139.52677,25365.2164,1038,ERW,CORROSION,EXTERNAL,COATED,283.43792,NO,After,25365.2164
NO,NO,2004,0,0,NO,NO,3,24,0.5,52000,44768.62758,88395.16603,700,DSAW,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,438.1364171,YES,After,88395.16603
YES,NO,2004,0,0,NO,NO,1,36,0.33,65000,54704.63713,52724.19246,858,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,727.6042639,NO,After,52724.19246
YES,NO,2004,0,0,NO,NO,1,6,0.16,35000,143927.4904,173804.7436,800,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,117.096883,NO,After,173804.7436
YES,NO,2004,0,0,NO,NO,1,20,0.28,52000,51939.2365,82367.96928,1030,SAW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COATED,442.8918604,NO,After,82367.96928
YES,NO,2004,0,0,NO,YES,1,6,0.13,42000,57029.73959,107367.0657,800,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,117.096883,NO,After,107367.0657
NO,NO,2004,0,0,NO,NO,1,26,0.28,52000,32220.23944,33621.00745,809,DSAW,CORROSION,EXTERNAL,COATED,510.26608,NO,After,33621.00745
YES,NO,2004,0,0,NO,NO,2,2,0.15,35000,149235.277,143526.2706,824,N/A,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,39.61345226,YES,After,143526.2706
NO,NO,2004,0,0,NO,NO,1,6,0.16,42000,6084.901094,9073.639033,1236,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,145.5491175,NO,After,9073.639033
YES,NO,2004,0,0,NO,NO,3,12,0.25,52000,60849.01094,90736.39033,823,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,237.536446,NO,After,90736.39033
NO,NO,2004,0,0,NO,NO,3,16,0.28,1826,46492.56188,88670.97357,898,SEAMLESS,ALL OTHER CAUSES,UNKNOWN,NA,330.8317953,NO,After,88670.97357
YES,YES,2004,0,1,NO,NO,1,6,0.19,2610,43404.20149,65149.35622,720,NA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,111.0878571,NO,After,3275149.356
YES,NO,2004,0,0,NO,NO,1,12,0.19,52000,61890.47727,60816.80596,1029,ELECTRIC RESISTANCE WELD,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,265.6060873,NO,After,60816.80596
YES,NO,2004,0,0,NO,NO,1,24,0.28,52000,120090.8516,142751.597,875,DSAW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,489.851406,NO,After,142751.597
YES,NO,2004,0,0,NO,NO,1,14,0.25,35000,123286.3203,246103.4998,470,ERW,CORROSION,EXTERNAL,BARE,209.4238095,NO,After,246103.4998
YES,NO,2004,0,0,NO,NO,1,2,0.38,52000,155157.0041,299949.9255,800,DSAW,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,NA,39.03229432,NO,After,299949.9255
YES,NO,2004,0,0,NO,NO,1,12,0.25,42000,59708.38388,119573.4385,857,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,242.3933761,NO,After,119573.4385
YES,NO,2004,0,0,NO,NO,1,NA,NA,NA,59398.49624,55789.47368,844,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,55789.47368
YES,NO,2005,0,0,NO,NO,1,26,0.28,52000,475802.0391,935324.6578,800,FURNACE WELD,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,507.4198262,NO,After,935324.6578
YES,NO,2004,0,0,NO,NO,1,12,0.19,52000,80988.98535,104736.5659,720,ERW,CORROSION,INTERNAL,COATED,222.1757142,NO,After,104736.5659
YES,NO,2004,0,0,YES,NO,1,NA,NA,NA,155748.8141,314208.2674,1287,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,314208.2674
NO,NO,2004,0,0,NO,NO,3,8,0.32,42000,20326.76111,35883.98464,915,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,166.9742974,NO,After,35883.98464
NO,NO,2004,0,0,NO,NO,2,6,NA,NA,37060.192,61316.70657,225,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,62.1,NO,After,61316.70657
YES,NO,2004,0,0,NO,NO,2,8,0.32,35000,155603.7626,310713.5758,860,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,161.8781764,NO,After,310713.5758
NO,NO,2004,0,0,NO,NO,1,5.5,0.16,1005,9336.70838,11860.53526,265,ERW,CORROSION,INTERNAL,BARE,61.77812416,NO,After,11860.53526
NO,NO,2004,0,0,NO,NO,1,4.5,0.24,24000,43021.84646,66939.6431,607,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,76.49903382,NO,After,66939.6431
NO,NO,2005,0,0,NO,NO,1,8.63,250,35000,36903.11419,34660.89965,500,ERW,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,133.1511399,NO,After,34660.89965
NO,NO,2005,0,0,NO,NO,1,NA,NA,NA,36337.46186,73204.18485,680,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,73204.18485
NO,NO,2005,0,0,NO,NO,1,20,0.28,60000,39591.1385,77562.65537,1214,SUBMERGED ARC WELD,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,480.8265384,NO,After,77562.65537
NO,NO,2004,0,0,NO,NO,1,12,0.25,42000,39667.17222,48004.06596,390,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,163.5168982,NO,After,48004.06596
NO,NO,2004,0,0,NO,NO,1,12,0.25,42000,47953.9514,55115.65394,390,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,163.5168982,NO,After,55115.65394
YES,NO,2005,0,0,NO,NO,1,NA,NA,NA,50179.24263,47482.69962,899,NA,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",NA,NA,NO,After,47482.69962
YES,NO,2004,0,0,NO,YES,1,8,0.38,42000,612215.044,1217153.467,1440,SEAMLESS WELD,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,209.4692722,NO,After,1217153.467
NO,NO,2005,0,0,NO,NO,1,30,0.41,52000,22779.70012,21395.61707,970,NA,NATURAL FORCE DAMAGE,TEMPERATURE,NA,644.6978362,NO,After,21395.61707
YES,NO,2005,0,0,NO,NO,1,4,0.16,35000,50004.64275,56165.19071,1000,ERW,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",NA,87.27886342,NO,After,56165.19071
NO,NO,2005,0,0,NO,NO,3,30,0.28,42000,27306.26096,54301.83014,200,EW,CORROSION,EXTERNAL,COATED,292.7422074,YES,After,54301.83014
YES,NO,2005,0,0,NO,NO,3,6.62,0.19,35000,86925.92641,175364.7043,270,ERW,CORROSION,EXTERNAL,COATED,75.05661295,NO,After,175364.7043
NO,NO,2005,0,0,NO,NO,1,8.62,0.19,35000,43347.36825,77570.03985,300,ELECTRIC RESISTANCE WELD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,103.0189179,NO,After,77570.03985
YES,NO,2005,0,0,NO,NO,3,4,NA,NA,58918.62071,113950.6083,680,NA,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,71.97199455,NO,After,113950.6083
YES,NO,2005,0,0,NO,NO,1,30,0.41,60000,406933.7983,740392.2539,1169,DSAW,CORROSION,INTERNAL,COATED,707.7462893,NO,After,740392.2539
NO,NO,2005,0,0,NO,NO,3,8,0.19,NA,23391.91821,24354.83704,550,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,129.455475,NO,After,24354.83704
YES,NO,2005,0,0,NO,NO,1,NA,NA,NA,56050.26213,56096.26349,800,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,NA,NO,After,56096.26349
YES,NO,2005,0,0,NO,NO,1,26,0.25,3,237901.0196,467662.3289,317,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,319.412619,NO,After,467662.3289
YES,NO,2005,0,0,NO,NO,1,6,0.28,35000,62388.42444,125862.6518,495,SEAMLESS,INCORRECT OPERATION,INCORRECT OPERATION,NA,92.10918521,NO,After,125862.6518
YES,NO,2005,0,0,NO,YES,1,34,0.38,NA,1204348.676,2417377.616,773,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,652.2555073,NO,After,2417377.616
YES,NO,2005,0,0,NO,NO,3,20,0.25,46000,272071.1867,547403.8632,200,FLASH WELD,CORROSION,EXTERNAL,COATED,195.1614716,NO,After,547403.8632
NO,NO,2005,0,0,NO,NO,1,30,0.31,NA,45559.40023,42791.23414,NA,DOUBLE SUBMERGED ARC WELD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,NA,NO,After,42791.23414
YES,NO,2005,0,0,NO,NO,1,26,256,NA,80463.03824,128766.3552,850,NA,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,523.036385,NO,After,128766.3552
YES,YES,2005,0,1,NO,NO,1,20,0.34,60000,0,0,1001,NA,INCORRECT OPERATION,INCORRECT OPERATION,NA,436.6124597,NO,After,3210000
YES,NO,2005,0,0,NO,NO,1,NA,NA,NA,224698.9619,211046.3668,1000,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,211046.3668
NO,NO,2005,0,0,NO,NO,1,24,0.5,45000,47951.29337,95509.11506,900,SMLS,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,496.8,NO,After,95509.11506
NO,NO,2005,0,0,NO,NO,1,24,0.28,45000,34860.29582,45767.05816,750,UNKNOWN,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,453.5142776,NO,After,45767.05816
YES,NO,2005,0,0,NO,NO,1,22,0.31,30000,101935.8265,99201.65914,450,FURNACE LAP,CORROSION,EXTERNAL,BARE,322.0164282,NO,After,99201.65914
NO,NO,2005,0,0,NO,NO,1,10,0.24,2160,2681.025088,5285.909316,100,SEAMLESS,CORROSION,INTERNAL,COATED,69,NO,After,5285.909316
NO,NO,2005,0,0,NO,NO,2,16,0.38,52000,18374.94019,24887.79768,1070,ELECTRIC RESISTANCE WELD,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,361.1278333,NO,After,24887.79768
YES,YES,2005,0,1,NO,NO,1,3,NA,NA,1563.348853,1631.171272,995,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,65.29529462,NO,After,3211631.171
YES,NO,2005,0,0,NO,NO,1,6,0.16,2000,455594.0023,427912.3414,960,NA,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,128.2732084,NO,After,427912.3414
NO,NO,2004,0,0,NO,NO,1,18,0.38,56000,47518.79699,44631.57895,1200,EW SMLS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,430.2414206,NO,After,44631.57895
YES,NO,2005,0,0,NO,NO,3,14,0.26,45000,71357.8079,128238.968,1000,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,305.476022,YES,After,128238.968
NO,NO,2005,0,0,NO,NO,1,NA,NA,NA,4874.855825,4578.662053,500,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,4578.662053
NO,NO,2005,0,0,NO,NO,1,14,0.26,45000,40537.57955,40028.26518,1200,ERW,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,334.632216,NO,After,40028.26518
YES,NO,2005,0,0,NO,NO,1,30,0.31,65000,336556.1575,358437.9586,973,SUBMERGED ARC WELDED (SAW),CORROSION,EXTERNAL,COATED,645.694022,NO,After,358437.9586
YES,NO,2005,0,0,YES,NO,2,8,0.28,NA,88965.04127,179380.1817,78,FURNACE LAP WELD,CORROSION,EXTERNAL,BARE,48.75131998,NO,After,179380.1817
YES,NO,2004,0,0,NO,NO,1,16,0.31,24000,103650.0731,202059.522,200,UNKNOWN,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,156.1291773,NO,After,202059.522
YES,NO,2005,0,0,NO,NO,1,NA,NA,NA,906044.6781,1827858.081,NA,N/A,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,1827858.081
YES,NO,2005,0,0,NO,NO,2,22,0.28,1328,771423.808,1310671.02,790,ERW,ALL OTHER CAUSES,MISCELLANEOUS,NA,426.6633286,YES,After,1310671.02
YES,NO,2005,0,0,NO,YES,1,36,0.33,65000,52585421.81,105201867.3,858,FLASH WELD,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COATED,727.6042639,NO,After,105201867.3
